"","Metric","Units","Amount","startDate","endDate"
"41","Income from operating investments, net","Unit1","249000000","2009-01-01","2009-12-31"
"42","Income from operating investments, net","Unit1","267000000","2010-01-01","2010-12-31"
"43","Income from operating investments, net","Unit1","278000000","2011-01-01","2011-12-31"
"44","General and Administrative Expense","Unit1","3364000000","2009-01-01","2009-12-31"
"45","General and Administrative Expense","Unit1","3644000000","2010-01-01","2010-12-31"
"46","General and Administrative Expense","Unit1","3408000000","2011-01-01","2011-12-31"
"47","Research and development expense, net","Unit1","6506000000","2009-01-01","2009-12-31"
"48","Research and development expense, net","Unit1","4121000000","2010-01-01","2010-12-31"
"49","Research and development expense, net","Unit1","3918000000","2011-01-01","2011-12-31"
"50","Loss on dispositions, net","Unit1","-24000000","2009-01-01","2009-12-31"
"51","Loss on dispositions, net","Unit1","6000000","2010-01-01","2010-12-31"
"52","Loss on dispositions, net","Unit1","24000000","2011-01-01","2011-12-31"
"53","Earnings from operations","Unit1","2096000000","2009-01-01","2009-12-31"
"54","Earnings from operations","Unit1","4971000000","2010-01-01","2010-12-31"
"55","Earnings from operations","Unit1","1174000000","2010-01-01","2010-03-31"
"56","Earnings from operations","Unit1","5844000000","2011-01-01","2011-12-31"
"57","Earnings from operations","Unit1","1000000000","2011-01-01","2011-03-31"
"58","Earnings from operations","Unit1","1103000000","2010-10-01","2010-12-31"
"59","Earnings from operations","Unit1","1597000000","2011-10-01","2011-12-31"
"60","Earnings from operations","Unit1","1307000000","2010-04-01","2010-06-30"
"61","Earnings from operations","Unit1","1534000000","2011-04-01","2011-06-30"
"62","Earnings from operations","Unit1","1387000000","2010-07-01","2010-09-30"
"63","Earnings from operations","Unit1","1714000000","2011-07-01","2011-09-30"
"64","Other income, net","Unit1","-26000000","2009-01-01","2009-12-31"
"65","Other income, net","Unit1","52000000","2010-01-01","2010-12-31"
"66","Other income, net","Unit1","47000000","2011-01-01","2011-12-31"
"67","Interest and Debt Expense","Unit1","339000000","2009-01-01","2009-12-31"
"68","Interest and Debt Expense","Unit1","516000000","2010-01-01","2010-12-31"
"69","Interest and Debt Expense","Unit1","498000000","2011-01-01","2011-12-31"
"70","Earnings before income taxes","Unit1","1731000000","2009-01-01","2009-12-31"
"71","Earnings before income taxes","Unit1","4507000000","2010-01-01","2010-12-31"
"72","Earnings before income taxes","Unit1","5393000000","2011-01-01","2011-12-31"
"73","Tax benefits recorded as a result of settling the 2004-2006 and 1998-2003 federal audits","Unit1","396000000","2009-01-01","2009-12-31"
"74","Tax benefits recorded as a result of settling the 2004-2006 and 1998-2003 federal audits","Unit1","1196000000","2010-01-01","2010-12-31"
"75","Tax benefits recorded as a result of settling the 2004-2006 and 1998-2003 federal audits","Unit1","1382000000","2011-01-01","2011-12-31"
"76","Tax benefits recorded as a result of settling the 2004-2006 and 1998-2003 federal audits","Unit1","371000000","2010-10-01","2010-12-31"
"77","Tax benefits recorded as a result of settling the 2004-2006 and 1998-2003 federal audits","Unit1","397000000","2011-10-01","2011-12-31"
"78","Net earnings from continuing operations","Unit1","1335000000","2009-01-01","2009-12-31"
"79","Net earnings from continuing operations","Unit1","3311000000","2010-01-01","2010-12-31"
"80","Net earnings from continuing operations","Unit1","519000000","2010-01-01","2010-03-31"
"81","Net earnings from continuing operations","Unit1","4011000000","2011-01-01","2011-12-31"
"82","Net earnings from continuing operations","Unit1","588000000","2011-01-01","2011-03-31"
"83","Net earnings from continuing operations","Unit1","1166000000","2010-10-01","2010-12-31"
"84","Net earnings from continuing operations","Unit1","1387000000","2011-10-01","2011-12-31"
"85","Net earnings from continuing operations","Unit1","789000000","2010-04-01","2010-06-30"
"86","Net earnings from continuing operations","Unit1","942000000","2011-04-01","2011-06-30"
"87","Net earnings from continuing operations","Unit1","837000000","2010-07-01","2010-09-30"
"88","Net earnings from continuing operations","Unit1","1094000000","2011-07-01","2011-09-30"
"89","Net gain/(loss) from discontinued operations","Unit1","-23000000","2009-01-01","2009-12-31"
"90","Net gain/(loss) from discontinued operations","Unit1","-4000000","2010-01-01","2010-12-31"
"91","Net gain/(loss) from discontinued operations","Unit1","7000000","2011-01-01","2011-12-31"
"92","Net gain/(loss) from discontinued operations","Unit1","-2000000","2011-01-01","2011-03-31"
"93","Net gain/(loss) from discontinued operations","Unit1","-2000000","2010-10-01","2010-12-31"
"94","Net gain/(loss) from discontinued operations","Unit1","6000000","2011-10-01","2011-12-31"
"95","Net gain/(loss) from discontinued operations","Unit1","-2000000","2010-04-01","2010-06-30"
"96","Net gain/(loss) from discontinued operations","Unit1","-1000000","2011-04-01","2011-06-30"
"97","Net gain/(loss) from discontinued operations","Unit1","4000000","2011-07-01","2011-09-30"
"98","Net earnings","Unit1","1312000000","2009-01-01","2009-12-31"
"99","Net earnings","Unit1","3307000000","2010-01-01","2010-12-31"
"100","Net earnings","Unit1","519000000","2010-01-01","2010-03-31"
"101","Net earnings","Unit1","4018000000","2011-01-01","2011-12-31"
"102","Net earnings","Unit1","586000000","2011-01-01","2011-03-31"
"103","Net earnings","Unit1","1164000000","2010-10-01","2010-12-31"
"104","Net earnings","Unit1","1393000000","2011-10-01","2011-12-31"
"105","Net earnings","Unit1","787000000","2010-04-01","2010-06-30"
"106","Net earnings","Unit1","941000000","2011-04-01","2011-06-30"
"107","Net earnings","Unit1","837000000","2010-07-01","2010-09-30"
"108","Net earnings","Unit1","1098000000","2011-07-01","2011-09-30"
"109","Basic earnings per share from continuing operations","Unit12","1.89","2009-01-01","2009-12-31"
"110","Basic earnings per share from continuing operations","Unit12","4.50","2010-01-01","2010-12-31"
"111","Basic earnings per share from continuing operations","Unit12","0.71","2010-01-01","2010-03-31"
"112","Basic earnings per share from continuing operations","Unit12","5.38","2011-01-01","2011-12-31"
"113","Basic earnings per share from continuing operations","Unit12","0.79","2011-01-01","2011-03-31"
"114","Basic earnings per share from continuing operations","Unit12","1.57","2010-10-01","2010-12-31"
"115","Basic earnings per share from continuing operations","Unit12","1.85","2011-10-01","2011-12-31"
"116","Basic earnings per share from continuing operations","Unit12","1.07","2010-04-01","2010-06-30"
"117","Basic earnings per share from continuing operations","Unit12","1.27","2011-04-01","2011-06-30"
"118","Basic earnings per share from continuing operations","Unit12","1.13","2010-07-01","2010-09-30"
"119","Basic earnings per share from continuing operations","Unit12","1.47","2011-07-01","2011-09-30"
"120","Discontinued Operation Gain Loss On Disposal Of Discontinued Operation Net Of Tax Per Basic Share","Unit12","-0.03","2009-01-01","2009-12-31"
"121","Discontinued Operation Gain Loss On Disposal Of Discontinued Operation Net Of Tax Per Basic Share","Unit12","-0.01","2010-01-01","2010-12-31"
"122","Discontinued Operation Gain Loss On Disposal Of Discontinued Operation Net Of Tax Per Basic Share","Unit12","0.01","2011-01-01","2011-12-31"
"123","Basic earnings per share","Unit12","1.86","2009-01-01","2009-12-31"
"124","Basic earnings per share","Unit12","4.49","2010-01-01","2010-12-31"
"125","Basic earnings per share","Unit12","0.71","2010-01-01","2010-03-31"
"126","Basic earnings per share","Unit12","5.39","2011-01-01","2011-12-31"
"127","Basic earnings per share","Unit12","0.79","2011-01-01","2011-03-31"
"128","Basic earnings per share","Unit12","1.57","2010-10-01","2010-12-31"
"129","Basic earnings per share","Unit12","1.86","2011-10-01","2011-12-31"
"130","Basic earnings per share","Unit12","1.07","2010-04-01","2010-06-30"
"131","Basic earnings per share","Unit12","1.27","2011-04-01","2011-06-30"
"132","Basic earnings per share","Unit12","1.13","2010-07-01","2010-09-30"
"133","Basic earnings per share","Unit12","1.47","2011-07-01","2011-09-30"
"134","Diluted earnings per share from continuing operations","Unit12","1.87","2009-01-01","2009-12-31"
"135","Diluted earnings per share from continuing operations","Unit12","4.46","2010-01-01","2010-12-31"
"136","Diluted earnings per share from continuing operations","Unit12","0.70","2010-01-01","2010-03-31"
"137","Diluted earnings per share from continuing operations","Unit12","5.33","2011-01-01","2011-12-31"
"138","Diluted earnings per share from continuing operations","Unit12","0.78","2011-01-01","2011-03-31"
"139","Diluted earnings per share from continuing operations","Unit12","1.56","2010-10-01","2010-12-31"
"140","Diluted earnings per share from continuing operations","Unit12","1.83","2011-10-01","2011-12-31"
"141","Diluted earnings per share from continuing operations","Unit12","1.06","2010-04-01","2010-06-30"
"142","Diluted earnings per share from continuing operations","Unit12","1.25","2011-04-01","2011-06-30"
"143","Diluted earnings per share from continuing operations","Unit12","1.12","2010-07-01","2010-09-30"
"144","Diluted earnings per share from continuing operations","Unit12","1.46","2011-07-01","2011-09-30"
"145","Discontinued Operation Gain Loss On Disposal Of Discontinued Operation Net Of Tax Per Diluted Share","Unit12","-0.03","2009-01-01","2009-12-31"
"146","Discontinued Operation Gain Loss On Disposal Of Discontinued Operation Net Of Tax Per Diluted Share","Unit12","-0.01","2010-01-01","2010-12-31"
"147","Discontinued Operation Gain Loss On Disposal Of Discontinued Operation Net Of Tax Per Diluted Share","Unit12","0.01","2011-01-01","2011-12-31"
"148","Diluted earnings per share","Unit12","1.84","2009-01-01","2009-12-31"
"149","Diluted earnings per share","Unit12","4.45","2010-01-01","2010-12-31"
"150","Diluted earnings per share","Unit12","0.70","2010-01-01","2010-03-31"
"151","Diluted earnings per share","Unit12","5.34","2011-01-01","2011-12-31"
"152","Diluted earnings per share","Unit12","0.78","2011-01-01","2011-03-31"
"153","Diluted earnings per share","Unit12","1.56","2010-10-01","2010-12-31"
"154","Diluted earnings per share","Unit12","1.84","2011-10-01","2011-12-31"
"155","Diluted earnings per share","Unit12","1.06","2010-04-01","2010-06-30"
"156","Diluted earnings per share","Unit12","1.25","2011-04-01","2011-06-30"
"157","Diluted earnings per share","Unit12","1.12","2010-07-01","2010-09-30"
"158","Diluted earnings per share","Unit12","1.46","2011-07-01","2011-09-30"
"159","Cash dividends paid per share","Unit12","0.42","2010-01-01","2010-03-31"
"160","Cash dividends paid per share","Unit12","0.42","2011-01-01","2011-03-31"
"161","Cash dividends paid per share","Unit12","0.42","2010-10-01","2010-12-31"
"162","Cash dividends paid per share","Unit12","0.42","2011-10-01","2011-12-31"
"163","Cash dividends paid per share","Unit12","0.42","2010-04-01","2010-06-30"
"164","Cash dividends paid per share","Unit12","0.42","2011-04-01","2011-06-30"
"165","Cash dividends paid per share","Unit12","0.42","2010-07-01","2010-09-30"
"166","Cash dividends paid per share","Unit12","0.42","2011-07-01","2011-09-30"
